DATE,BOOK,EVENT_TYPE,NUMBER,MAIN ITEM,PROJECT,TRANSACTION,VENDOR,CODE,EXPLANATION,AMOUNT, UNIT_PRICE , TOTAL_AMOUNT , ,,
3/29/2018,EB,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,FLIGHT TICKETS,,FLIGHT TICKETS TO THESSOLINIKI,1, € 215.95 , € 215.95 ,-€ 215.95 ,,
3/30/2018,NKASA-I,IN,,CP,,,BA,,BA,1," € 40,600.00 "," € 40,600.00 "," € 40,600.00 ",,
3/30/2018,BRD-S BV,OUT,,GENERAL EXPENSES,S BV,BANKING FEES,BRD,,OUTGOING TRANSFER FEE,1, € 5.00 , € 5.00 ,-€ 5.00 ,,
3/30/2018,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 40,600.00 "," € 40,600.00 ","-€ 40,600.00 ",,
3/30/2018,BRD-S BV,IN,,CP,,,MAA,,NEXT GLOBAL,1," € 350,000.00 "," € 350,000.00 "," € 350,000.00 ",,
3/30/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,IKA,MAVROMATI,,Soc. Ins. Compensation (Jan-Feb-Mar) / Iliana,1, € 825.00 , € 825.00 ,-€ 825.00 ,,
3/30/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MAVROMATI,,Salary/Iliana,1, € 429.84 , € 429.84 ,-€ 429.84 ,,
3/30/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MAVROMATI,,Holiday payment/Iliana,1, € 212.00 , € 212.00 ,-€ 212.00 ,,
3/30/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MAVROMATI,,Easter payment/Iliana,1, € 383.16 , € 383.16 ,-€ 383.16 ,,
3/30/2018,BRD-S BV,OUT,,LOAN,S BV TO SPDH,LOAN TRANSFER,SPDH,,TRANSFER TO BRD-SH,1," € 350,000.00 "," € 350,000.00 ","-€ 350,000.00 ",,
3/30/2018,BRD-SH,IN,,LOAN,S BV TO SPDH,LOAN TRANSFER,SPDH,,TRANSFER FROM BRD-S BV,1," € 350,000.00 "," € 350,000.00 "," € 350,000.00 ",,
4/1/2018,BP-BA,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BP,,MONTHLY FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
4/1/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,OTHERS,CLEANING ,,Cleaning lady,1, € 100.00 , € 100.00 ,-€ 100.00 ,,
4/1/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,OTHERS,FOOD & BEVERAGE,,Supermarket,1, € 65.78 , € 65.78 ,-€ 65.78 ,,
4/1/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,TRANSPORT,TRANSPORTATION,,Transportation/Courier/Parking,1, € 7.00 , € 7.00 ,-€ 7.00 ,,
4/1/2018,EB,IN,,,,,,,INTEREST,1, € 0.63 , € 0.63 , € 0.63 ,,
4/3/2018,INVENTORY,INV_IN,,PLOT,KEKROPOS,LAWYER FEE,ATHANASIADIS,,KEKROPOS LAWYER FEE,1," € 2,500.00 "," € 2,500.00 "," € 2,500.00 ",,
4/3/2018,EB,OUT,,PLOT,KEKROPOS,LAWYER FEE,ATHANASIADIS,,KEKROPOS LAWYER FEE,1," € 2,500.00 "," € 2,500.00 ","-€ 2,500.00 ",,
4/3/2018,BP-BA,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BP,,OUTGOING TRANSFER FEE,1, € 25.00 , € 25.00 ,-€ 25.00 ,,
4/3/2018,BRD-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BRD,,OUTGOING TRANSFER FEE,1," € 1,030.00 "," € 1,030.00 ","-€ 1,030.00 ",,
4/3/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
4/3/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
4/3/2018,BRD-S BV,IN,,LOAN,S BV TO FB,PAYBACK,FB,,AKPOL TO S BV,1," € 485,000.00 "," € 485,000.00 "," € 485,000.00 ",,
4/3/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,VAT,GAVALAS,,03/04/18 Stavros Karakatsanidis 1.601 EUROS INVOICE,1, € 384.24 , € 384.24 , € 384.24 ,,
4/3/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,VAT,GAVALAS,,03/04/18 Kostas Logothetis 1.700 EUROS INVOICE,1, € 408.00 , € 408.00 , € 408.00 ,,
4/3/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,VAT,GAVALAS,,03/04/18 Giorgos Giannakis 1.700 EUROS INVOICE,1, € 408.00 , € 408.00 , € 408.00 ,,
4/3/2018,EB,EXP,,GENERAL EXPENSES,SPDH,ACC. SERVICES,MAMALOUKOS,,ACC. FEE MAMALOUKOS,1, € 496.00 , € 496.00 ,-€ 496.00 ,,
4/3/2018,BRD-S BV,OUT,,LOAN,S BV TO SPDH,LOAN TRANSFER,SPDH,,TRANSFER TO BRD-SH,1," € 450,000.00 "," € 450,000.00 ","-€ 450,000.00 ",,
4/3/2018,BRD-S BV,OUT,,LOAN,S BV TO SPDH,LOAN TRANSFER,SPDH,,TRANSFER TO BRD-SH,1," € 30,000.00 "," € 30,000.00 ","-€ 30,000.00 ",,
4/3/2018,BRD-SH,IN,,LOAN,S BV TO SPDH,LOAN TRANSFER,SPDH,,BRD-S BV,1," € 480,000.00 "," € 480,000.00 "," € 480,000.00 ",,
4/3/2018,BP-BA,IN,,INTERBOOK,SPDH TO SPDH,,,,BRD-SH,1," € 350,000.00 "," € 350,000.00 "," € 350,000.00 ",,
4/3/2018,BP-BA,OUT,,INTERBOOK,SPDH TO SPDH,,,,ATINA KASAYA,1," € 5,000.00 "," € 5,000.00 ","-€ 5,000.00 ",,
4/3/2018,BRD-SH,OUT,,INTERBOOK,SPDH TO SPDH,,,,BP-BA,1," € 800,000.00 "," € 800,000.00 ","-€ 800,000.00 ",,
4/4/2018,NKASA-I,IN,,CP,,,BA,,BA,1," € 40,700.00 "," € 40,700.00 "," € 40,700.00 ",,
4/4/2018,BRD-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BRD,,OUTGOING TRANSFER FEE,1, € 43.50 , € 43.50 ,-€ 43.50 ,,
4/4/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,INCOMING TRANSFER FEE,1, € 5.00 , € 5.00 ,-€ 5.00 ,,
4/4/2018,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 40,700.00 "," € 40,700.00 ","-€ 40,700.00 ",,
4/4/2018,BP-BA,IN,,INTERBOOK,SPDH TO SPDH,,,,BRD-SH,1," € 450,000.00 "," € 450,000.00 "," € 450,000.00 ",,
4/4/2018,BRD-SH,OUT,,INTERBOOK,SPDH TO SPDH,,,,EB-SH,1," € 29,000.00 "," € 29,000.00 ","-€ 29,000.00 ",,
4/4/2018,EB,IN,,INTERBOOK,SPDH TO SPDH,,,,TRANSFER FROM BRD-SH ACC,1," € 29,000.00 "," € 29,000.00 "," € 29,000.00 ",,
4/4/2018,EB,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,FLIGHT TICKETS,,FLIGHT TICKETS TO THESSOLINIKI,1, € 115.92 , € 115.92 ,-€ 115.92 ,,
4/5/2018,BP-BA,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BP,,OUTGOING TRANSFER FEE,1," € 1,465.54 "," € 1,465.54 ","-€ 1,465.54 ",,
4/5/2018,BP-BA,OUT,,PLOT,KIVELIS,PLOT PAYMENT,TSANDILIS,,KYVELIS PURCHASE PAYMENT,1," € 800,000.00 "," € 800,000.00 ","-€ 800,000.00 ",,
4/5/2018,EB,OUT,,INTERBOOK,SPDH TO SPDH,,,,KASAYA-BA BILET ODENDI,1, € 141.33 , € 141.33 ,-€ 141.33 ,,
4/5/2018,EB,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,FLIGHT TICKETS,,FLIGHT TICKETS TO THESSOLINIKI,1, € 87.18 , € 87.18 ,-€ 87.18 ,,
4/10/2018,NKASA-A,IN,,CP,,,BA,,BA,1, € 8.67 , € 8.67 , € 8.67 ,,
4/10/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 7.00 , € 7.00 ,-€ 7.00 ,,
4/10/2018,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,ARCH. SERVICES,GAVALAS,,GAVALAS,1," € 1,812.00 "," € 1,812.00 ","-€ 1,812.00 ",,
4/10/2018,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,ARCH. SERVICES,GAVALAS,,GAVALAS,1," € 4,548.32 "," € 4,548.32 ","-€ 4,548.32 ",,
4/10/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,MANAGEMENT,,,Yonetim,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
4/10/2018,EB,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,FLIGHT TICKETS,,FLIGHT TICKETS TO STOCKHOLM,1," € 1,158.00 "," € 1,158.00 ","-€ 1,158.00 ",,
4/10/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,ARCH. SERVICES,GAVALAS,,GAVALAS-LOGOTHETIS,1," € 2,108.00 "," € 2,108.00 ","-€ 2,108.00 ",,
4/10/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,ARCH. SERVICES,GAVALAS,,GAVALAS-KARAKATSANIDIS,1," € 1,985.24 "," € 1,985.24 ","-€ 1,985.24 ",,
4/10/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,ARCH. SERVICES,GAVALAS,,GAVALAS-GIANNAKIS,1," € 2,108.00 "," € 2,108.00 ","-€ 2,108.00 ",,
4/10/2018,NKASA-A,IN,,INTERBOOK,SPDH TO SPDH,,,,FROM EUROBANK,1, € 141.33 , € 141.33 , € 141.33 ,,
4/10/2018,NKASA-A,IN,,INTERBOOK,SPDH TO SPDH,,,,BANCPOST-BA DAN,1," € 5,000.00 "," € 5,000.00 "," € 5,000.00 ",,
4/10/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,ARCH. SERVICES,GAVALAS,,GAVALAS,1, € 372.00 , € 372.00 ,-€ 372.00 ,,
4/10/2018,EB,EXP,,CONSTRUCTION,IPSILANTOU,INSPECTION,INSPECTOR,,DEMOLITION INSPECTION-YPSILANTOU,1, € 123.00 , € 123.00 ,-€ 123.00 ,,
4/10/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,ARCH. SERVICES,GAVALAS,,GAVALAS,1," € 2,504.80 "," € 2,504.80 ","-€ 2,504.80 ",,
4/11/2018,EB,EXP,,FIXTURE,SPDH,STATIONARY,,,IPAD-KOTSOVOLOS,1, € 608.94 , € 608.94 ,-€ 608.94 ,,
4/13/2018,NKASA-I,IN,,CP,,,BA,,BA,1," € 81,116.00 "," € 81,116.00 "," € 81,116.00 ",,
4/13/2018,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 81,116.00 "," € 81,116.00 ","-€ 81,116.00 ",,
4/16/2018,EB,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,,,HOTEL IN STOCKHOLM,1, € 795.52 , € 795.52 ,-€ 795.52 ,,
4/18/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 0.30 , € 0.30 ,-€ 0.30 ,,
4/18/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,VAT,MICHAILIDIS,,VAT,1, € 264.01 , € 264.01 , € 264.01 ,,
4/18/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,FENCE & INSTALLATION,MICHAILIDIS,,FENCE & INSTALLATION,1," € 1,100.03 "," € 1,100.03 "," € 1,100.03 ",,
4/18/2018,EB,OUT,,GENERAL EXPENSES,SPDH,COMMUNICATION,COSMOTE,,COSMOTE MOBILE,1, € 437.52 , € 437.52 ,-€ 437.52 ,,
4/18/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,FENCE & INSTALLATION,MICHAILIDIS,,YPSILANTOU FENCE PAYMENT,1," € 1,364.04 "," € 1,364.04 ","-€ 1,364.04 ",,
4/18/2018,EB,OUT,,GENERAL EXPENSES,SPDH,UTILITY,EYDAP,,WATER-OFFICE,1, € 34.00 , € 34.00 ,-€ 34.00 ,,
4/19/2018,NKASA-A,IN,,CP,,,BA,,BA,1," € 20,000.00 "," € 20,000.00 "," € 20,000.00 ",,
4/19/2018,NKASA-I,IN,,CP,,,BA,,BA,1," € 100,000.00 "," € 100,000.00 "," € 100,000.00 ",,
4/19/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 2.15 , € 2.15 ,-€ 2.15 ,,
4/19/2018,NKASA-A,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 20,000.00 "," € 20,000.00 ","-€ 20,000.00 ",,
4/19/2018,EB,EXP,,CONSTRUCTION,IPSILANTOU,NOTARY,NOTARY FEE,,YPSILANTOU PARKING SPOTS NOTARY FEE,1, € 147.60 , € 147.60 ,-€ 147.60 ,,
4/19/2018,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 100,000.00 "," € 100,000.00 ","-€ 100,000.00 ",,
4/20/2018,INVENTORY,INV_IN,,CONSTRUCTION,ELPIDOS,ARCH. SERVICES,GAVALAS,,FIRST MEETING (866.54*32),30%," € 27,785.60 "," € 8,335.68 "," € 8,335.68 ",,
4/20/2018,EB,EXP,,CONSTRUCTION,DELIGIANNAKI,NOTARY,NOTARY FEE,,DELIGIANNAKI PARKING SPOTS NOTARY FEE,1, € 147.60 , € 147.60 ,-€ 147.60 ,,
4/23/2018,NKASA-A,IN,,CP,,,BA,,BA,1," € 10,000.00 "," € 10,000.00 "," € 10,000.00 ",,
4/23/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,MANAGEMENT,,,Yonetim,1," € 2,600.00 "," € 2,600.00 ","-€ 2,600.00 ",,
4/24/2018,NKASA-A,IN,,CP,,,BA,,BA,1," € 9,921.06 "," € 9,921.06 "," € 9,921.06 ",,
4/24/2018,NKASA-A,OUT,,PLOT,KIVELIS,NOTARY ,STEIROS,,KYVELIS NOTARY PAYMENT,1," € 9,921.06 "," € 9,921.06 ","-€ 9,921.06 ",,
4/24/2018,NKASA-A,OUT,,FIXTURE,SPDH,EQUIPMENT,,,cook-shop tea glasses,1, € 7.90 , € 7.90 ,-€ 7.90 ,,
4/24/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,STATIONARY,,,Company Stamps,1, € 106.08 , € 106.08 ,-€ 106.08 ,,
4/25/2018,NKASA-A,IN,,CP,,,BA,,BA,1," € 6,508.20 "," € 6,508.20 "," € 6,508.20 ",,
4/25/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,GUARANTEE LETTER,EB,,GUARANTEE LETTER FOR YPSILANTOU,1," € 2,000.00 "," € 2,000.00 ","-€ 2,000.00 ",,
4/25/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,FEE FOR GUARANTEE LETTER FOR YPSILANTOU,1, € 45.00 , € 45.00 ,-€ 45.00 ,,
4/25/2018,NKASA-A,EXP,,PLOT,KIVELIS,LEGAL EXPENSES,LAND REGISTRY,,KYVELIS LAND REGISTRY,1," € 6,508.20 "," € 6,508.20 ","-€ 6,508.20 ",,
4/26/2018,NKASA-A,OUT,,CONSTRUCTION,KEKROPOS,ARCH. SERVICES,GAVALAS,,Gavalas payment,1," € 8,073.20 "," € 8,073.20 ","-€ 8,073.20 ",,
4/26/2018,NKASA-A,OUT,,PLOT,KIVELIS,DEMOLITION PERMIT,GAVALAS,,KIVELIS DEMOL. PROCESS,1," € 1,200.00 "," € 1,200.00 ","-€ 1,200.00 ",,
4/26/2018,NKASA-A,OUT,,CONSTRUCTION,DELIGIANNAKI,ARCH. SERVICES,GAVALAS,,Gavalas payment,1, € 726.80 , € 726.80 ,-€ 726.80 ,,
4/26/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,EXCAVATION,XAXALAS,,EXCAVATION OF SOFT SOIL WITHOUT REMOVAL,970, € 5.00 ," € 4,850.00 "," € 4,850.00 ",,
4/27/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
4/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,KEKROPOS,VAT,GAVALAS,,27/04/18 GAVALAS 5.059 EUROS INVOICE,1," € 1,214.16 "," € 1,214.16 "," € 1,214.16 ",,
4/27/2018,EB,OUT,,GENERAL EXPENSES,SPDH,SALARY,MAVROMATI,,SALARY/MAVROMATI,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
4/27/2018,EB,OUT,,GENERAL EXPENSES,SPDH,WITHHOLDING TAX,MAVROMATI,,MAVROMATI-WITHOLDING TAX FOR MARCH 2018,1, € 69.17 , € 69.17 ,-€ 69.17 ,,
4/27/2018,EB,OUT,,GENERAL EXPENSES,SPDH,IKA,MAVROMATI,,MAVROMATI - IKA FOR MARCH 2018,1, € 314.55 , € 314.55 ,-€ 314.55 ,,
4/27/2018,EB,OUT,,GENERAL EXPENSES,SPDH,WITHHOLDING TAX,MILONAS,,MILONAS-WITHOLDING TAX,1, € 300.00 , € 300.00 ,-€ 300.00 ,,
4/27/2018,EB,OUT,165,CONSTRUCTION,IPSILANTOU,DEMOLUTION,XAXALAS,,WITHOLDING TAX OF INVOICE 165,1, € 193.20 , € 193.20 ,-€ 193.20 ,,
4/27/2018,EB,OUT,,CONSTRUCTION,KEKROPOS,ARCH. SERVICES,GAVALAS,,GAVALAS,1," € 6,273.16 "," € 6,273.16 ","-€ 6,273.16 ",,
4/30/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
4/30/2018,EB,EXP,,GENERAL EXPENSES,SPDH,ACC. SERVICES,MAMALOUKOS,,ACC. FEE MAMALOUKOS,1, € 496.00 , € 496.00 ,-€ 496.00 ,,
4/30/2018,VB-S BV,EXP,,GENERAL EXPENSES,S BV,LEASE,REGUS,,S BV AMSTERDAM OFIS KIRASI,1, € 122.39 , € 122.39 ,-€ 122.39 ,,
4/30/2018,VB-S BV,OUT,,GENERAL EXPENSES,S BV,BANKING FEES,VARENGOLD,,Monthly fee,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
4/30/2018,VB-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,Monthly fee,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
5/1/2018,NKASA-A,IN,,CP,,,BA,,BA,1," € 20,000.00 "," € 20,000.00 "," € 20,000.00 ",,
5/1/2018,BP-BA,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BP,,MONTHLY FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
5/1/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,OTHERS,FOOD & BEVERAGE,,Supermarket,1, € 106.37 , € 106.37 ,-€ 106.37 ,,
5/1/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,OTHERS,CLEANING ,,Cleaning lady,1, € 50.00 , € 50.00 ,-€ 50.00 ,,
5/1/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,TRANSPORTATION,,Transportation/Courier/Parking,1, € 40.60 , € 40.60 ,-€ 40.60 ,,
5/1/2018,NKASA-A,EXP,,FIXTURE,SPDH,STATIONARY,,,Stationary,1, € 107.00 , € 107.00 ,-€ 107.00 ,,
5/2/2018,EB,IN,,,,,,,INTEREST,1, € 0.56 , € 0.56 , € 0.56 ,,
5/3/2018,NKASA-A,IN,,CP,,,BA,,BA,1, € 240.00 , € 240.00 , € 240.00 ,,
5/3/2018,INVENTORY,INV_IN,,PLOT,KIVELIS,VAT,KARAISKAKIS,,VAT,1, € 240.00 , € 240.00 , € 240.00 ,,
5/3/2018,INVENTORY,INV_IN,,PLOT,KIVELIS,LAWYER FEE,KARAISKAKIS,,LAWYER FEE,1," € 8,500.00 "," € 8,500.00 "," € 8,500.00 ",,
5/3/2018,INVENTORY,INV_IN,,PLOT,KIVELIS,REAL ESTATE AGENCY FEE,KOSTAS VLACHOS,,REAL ESTATE AGENCY FEE,1," € 9,500.00 "," € 9,500.00 "," € 9,500.00 ",,
5/3/2018,NKASA-A,OUT,,PLOT,KIVELIS,LAWYER FEE,KARAISKAKIS,,KYVELIS LAWYER FEE-KARAISKAKIS,1," € 1,240.00 "," € 1,240.00 ","-€ 1,240.00 ",,
5/3/2018,NKASA-A,OUT,,PLOT,KIVELIS,REAL ESTATE AGENCY FEE,KOSTAS VLACHOS,,KYVELIS REAL ESTATE AGENT FEE-KOSTAS VLACHOS,1," € 9,500.00 "," € 9,500.00 ","-€ 9,500.00 ",,
5/4/2018,BP-BA,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BP,,FEE,1, € 0.54 , € 0.54 ,-€ 0.54 ,,
5/4/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
5/4/2018,BRD-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BRD,,OUTGOING TRANSFER FEE,1, € 375.00 , € 375.00 ,-€ 375.00 ,,
6/8/2018,NKASA-A,OUT,,PLOT,DELIGIANNAKI,LEGAL EXPENSES,LAND REGISTRY,,DELIGIANNAKI PROPERTY REG.,1, € 590.00 , € 590.00 ,-€ 590.00 ,,
6/9/2018,INVENTORY,INV_IN,2,CONSTRUCTION,IPSILANTOU,GOVERNANCE,INSPECTOR,N/A,BUILDING INSPECTOR,1, € 200.00 , € 200.00 , € 200.00 ,,
6/11/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
6/11/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
6/11/2018,EB,EXP,,CONSTRUCTION,IPSILANTOU,INSPECTION,INSPECTOR,,YPSILANTOU FOUNDATION INSP. PAYM.,1, € 248.00 , € 248.00 ,-€ 248.00 ,,
6/11/2018,INVENTORY,INV_IN,7788,CONSTRUCTION,IPSILANTOU,CONCRETE,INTERBETON,P1,PUMP 33-36M,217, € 4.00 , € 868.00 , € 868.00 ,,
6/11/2018,INVENTORY,INV_IN,7789,CONSTRUCTION,IPSILANTOU,CONCRETE,INTERBETON,S005,CHEM SPL-P,310, € 1.20 , € 372.00 , € 372.00 ,,
6/11/2018,INVENTORY,INV_IN,7788,CONSTRUCTION,IPSILANTOU,CONCRETE,INTERBETON,2011C024,"C20/25 XC1, S2, 31.5, CL0.40 PENETRON",9, € 61.80 , € 556.20 , € 556.20 ,,
6/11/2018,INVENTORY,INV_IN,7788,CONSTRUCTION,IPSILANTOU,CONCRETE,INTERBETON,2011C024,"C20/25 XC1, S2, 31.5, CL0.40 PENETRON",9, € 61.80 , € 556.20 , € 556.20 ,,
6/11/2018,INVENTORY,INV_IN,7788,CONSTRUCTION,IPSILANTOU,CONCRETE,INTERBETON,2011C001,"C20/25 XC1, S2, 31.5, CL0.40",2.5, € 45.80 , € 114.50 , € 114.50 ,,
6/11/2018,EB,EXP,,GENERAL EXPENSES,SPDH,LICENCE FEES,MICROSOFT,,MICROSOFT EMAIL ACCOUNT-HABIB,1, € 126.00 , € 126.00 ,-€ 126.00 ,,
6/11/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,NOTARY,STEIROS,,DELIGIANNAKI FLAT FOR LAND AG. NOTAR FEE,1," € 1,142.44 "," € 1,142.44 "," € 1,142.44 ",,
6/11/2018,EB,EXP,,PLOT,ELLINIKO,TRANSFER TAX,TAX OFFICE,,ELLINIKO 31I TRANSFER TAX,1," € 57,165.00 "," € 57,165.00 ","-€ 57,165.00 ",,
6/11/2018,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,NOTARY,STEIROS,,DELIGIANNAKI FLAT FOR LAND AG. NOTAR FEE,1," € 1,142.44 "," € 1,142.44 ","-€ 1,142.44 ",,
11/06/2018,NBG,OUT,,CONSTRUCTION,DELIGIANNAKI,BRICK WORKS,ALVERTIS,,PAYMENT,1, € 240.00 , € 240.00 ,-€ 240.00 ,,
6/12/2018,NKASA-I,IN,,CP,,,BA,,BA,1," € 150,000.00 "," € 150,000.00 "," € 150,000.00 ",,
6/12/2018,NKASA-A,EXP,,CONSTRUCTION,IPSILANTOU,MATERIALS,,,"YPSILANTOU ELECTRICAL BOARD,ETC",1, € 244.00 , € 244.00 ,-€ 244.00 ,,
6/12/2018,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 150,000.00 "," € 150,000.00 ","-€ 150,000.00 ",,
6/13/2018,INVENTORY,INV_IN,67646,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,2030301014,SIRMA KAMENO 2.20MM NO14,20, € 1.00 , € 20.00 , € 20.00 ,,
6/13/2018,INVENTORY,INV_IN,67646,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,2030101007,SIRMA KAMENO 1.20MM NO7,40, € 1.00 , € 40.00 , € 40.00 ,,
6/13/2018,INVENTORY,INV_IN,67646,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,2060101051,SIDIROAPOSTATIS ZIG-ZAG 50MM,480, € 0.52 , € 249.60 , € 249.60 ,,
6/13/2018,INVENTORY,INV_IN,67646,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,2060201020,SIDIROAPOSTATIS NO20,600, € 0.29 , € 174.00 , € 174.00 ,,
6/13/2018,INVENTORY,INV_IN,67648,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,202012,KLOVOS SIDEFOR 3D PLUS F10/100,1350, € 0.63 , € 850.50 , € 850.50 ,,
6/13/2018,INVENTORY,INV_IN,67647,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,202012,KLOVOS SIDEFOR 3D PLUS F10/100,3540, € 0.63 ," € 2,230.20 "," € 2,230.20 ",,
6/13/2018,INVENTORY,INV_IN,67648,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,2263010126,DIOGK POLYSTERINI EPS 30 AN 20*1000*2000 ,1, € 40.00 , € 40.00 , € 40.00 ,,
6/13/2018,INVENTORY,INV_IN,67648,CONSTRUCTION,DELIGIANNAKI,VAT,TRIGONIS,,VAT,1, € 213.72 , € 213.72 , € 213.72 ,,
6/13/2018,INVENTORY,INV_IN,67646,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,7210202020,B500C ELOT 1421-3 F-20,2120, € 0.57 ," € 1,208.40 "," € 1,208.40 ",,
6/13/2018,INVENTORY,INV_IN,67647,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,7210202020,B500C ELOT 1421-3 F-20,2200, € 0.57 ," € 1,254.00 "," € 1,254.00 ",,
